Market_Factor,SMB_Factor,HML_Factor
0.0,0.0,0.0
-0.0076663301241374215,-0.0031476386083421353,-0.0005199649962562866
-0.0026073096381592463,0.0004436482414403814,-0.0015982839984309439
-0.01920351407592179,0.0026659149160826352,-0.002181614054624982
-0.0015295210301488039,0.0028768606056222066,-0.0009267138088255015
0.014760548437866729,0.0037906000356879646,-0.005763342704261517
0.030410657900324843,0.004152718715959616,-0.008150556563559118
0.018241389086831192,0.00380321952346904,-0.005919407722394804
0.04138638926471969,0.002968553573405122,-0.009150781040079468
0.006396087116868652,0.005000680003371921,-0.012590515753921524
-0.034917267379107525,9.531506727874367e-05,-0.01131718194541622
-0.010765376269672748,0.0012793316535562955,-0.010724722110609543
-0.02808561117560885,0.00011531184576350393,-0.002124574983916095
-0.036238972146704046,0.00146318405996688,0.003792345744200827
0.019348289514407757,0.0050319472430090315,0.00853148878633544
-0.005404275365940568,0.0031275864704354965,0.004975114572065217
0.00040801145862438837,0.006383447063054917,-0.0021582145577337336
-0.015599767056714368,0.007361507128042949,0.0028982278390437934
-0.007207202277300686,0.006710444014285872,0.0034308990542598694
0.026677254001020147,0.00514544375695326,0.0036909943857049033
0.05173903331809172,0.006430518695014794,-0.0017573124095230856
0.022028165958983735,0.00321807734965492,0.00646883400310776
0.00671039658731391,0.0012366321903831607,0.00133757068117594
0.024985880782889054,0.003949311436544433,-0.0030510643307741668
0.01520757765397646,-0.0017187731756619713,-0.0016469972370860156
0.011346267889693631,0.004258894133124762,-0.005514249385727402
-0.023279146557711478,-0.000843685024231113,-0.006231936554692858
0.025426564397608126,0.004847834682235542,-0.006096277971648254
0.027395888906606634,0.004035233391781772,-0.006632650205696266
-0.0038702539044653595,0.0013089580040788278,-0.009581377359613062
0.005594185990885021,0.0008253706613849347,-0.004401982281408066
0.0029448592177460384,7.30872369665119e-05,-0.006316518444613997
0.0022652188329094275,0.0022571097138227793,-0.00905262583651981
0.002383740781676888,0.002091753663781377,-0.00919982227099706
-0.007900653682478331,0.001580193105676864,-0.009730204340420854
0.0052631791069284155,-0.0014737235327653667,-0.0030708494797277593
0.033632720171227884,-0.002011635420585593,-0.003527562488654402
-0.00869565222010326,0.00141674149042946,-0.00641338009288187
0.00782398274234461,-0.0014276560746357197,-0.005582641731881659
-0.01435412083600269,0.0009419980422486618,-0.0057019772205578745
0.008060321761305379,-0.00011506012794030717,-0.005121852731586784
0.0035989025512284615,-0.002219680595157122,-0.002684188341182412
0.022261851108442178,-0.002700729854653995,0.0003111175718290213
0.024739847950873608,-0.0031205752616743397,-0.007065817166871352
0.007584810769919571,-0.0033002115514693103,0.0016279370031430833
0.0019345409983175378,-0.004317217472560377,-0.0026909777979348876
0.01658018227886016,-0.0036153186509953446,-0.0031884725997002403
0.01596432212303883,-0.003019132582623704,-0.003690845760305923
0.0018363839080900442,0.00018713506287345682,-0.0007455610969816023
-0.002083906439229705,0.00016730206689937198,-0.0015516325695962214
-0.018744674992229204,-2.8997414497399694e-05,0.008026512986415896
-0.013020667176791208,-0.0028198639465592534,0.004247704289136891
0.009859350365969266,6.110932310828335e-05,0.0010183380117715197
-0.010843162198513846,-0.0002426146388065529,-0.0035481425792846574
0.0018538026723793177,0.0025022352099999257,-0.007685972532223325
-0.018595491471716265,0.005224410457985733,-0.005924548059645127
0.01479862013502927,0.003363556140780157,-0.00647766812563102
0.007988281240190912,-0.0003172340545128734,-0.004321372752584057
-0.0036018653465180028,-0.0043006762556418564,-0.0005415375664273524
-0.002822416862947299,-0.0031999472854769835,-0.004277590714778356
0.019908974241755664,0.0016118747376578412,-0.0024671022852042284
-0.001612973851116081,-0.0042988808803520705,0.0067041642800517096
-9.402471831053676e-05,-0.004816999936713872,0.0066718218142820685
0.014765492427161917,-0.0022576820100625016,0.00745946870127382
0.015304217526515956,-0.0038687108563667237,0.0015681441024531476
0.014123980757869718,-0.00972012419729031,0.00035154524190982766
-0.016364344782030128,-0.008091349617543889,0.0016832070236026473
-0.005294302456173135,-0.0066930663241345535,-0.00196413325550224
0.029849352315820775,0.0028485017946871345,-0.010178811901227807
0.02743869767322208,0.0014841871817834957,-0.008991496409390096
0.0019350567554342968,-0.0010867091023481258,-0.0022950865690260997
0.002940051802934034,-0.001977262930763989,-0.006314326312393291
-0.012274577820072763,-0.006547167275300589,-0.0021417572884645714
-0.01775574023634447,-0.005426885022353884,0.005523359630709998
0.01747858957926887,-0.002631425574899292,0.0016468902866965647
0.0307948826934061,0.0010797735150853002,-0.0033010734466327823
-0.02129800274818759,0.0009499993282007564,0.002791002789645833
-0.012043055460683124,0.0010469664763492418,0.0015007573815098959
-0.0033019419286712407,-0.006794913087952262,0.00175798907355699
0.016133267294150117,-0.005351263171439368,0.00017976205711434925
-0.009947089421328315,-0.002604850500137907,0.0003721070900681124
-0.014457873007579296,0.001790430157639732,0.004485424805427579
-0.009625818227473344,0.002174506865822404,0.0058162974832475815
0.009566618770690994,-0.0032899900661676907,0.007530921930506543
-0.0065929299592755635,-0.003367608440630875,0.015942363208122375
0.00443114791052702,-0.002974992565163273,0.002853683078458586
0.01941432157180045,-0.004905229807376239,-0.003212703583080042
-0.002230824421686148,0.0010214341225139594,0.00039669432263623756
-0.0014580566064142837,0.0014243478648019205,-0.0018021151546826937
0.002439136024792609,0.0011539660575441472,0.00199886178883529
0.012626383924040366,0.0027246775450453934,-0.0017067543029865202
0.010801677933099042,0.0018095689261126752,-0.006267378626034971
-0.0031901260441134847,0.0010922262562427655,-0.0004763359994593673
-0.0015855780828831429,-0.0030090849577502966,0.0007587466168943421
0.001942138168816988,-0.0011911285116317184,0.00360061067977582
0.011951505214027724,-0.0018499392872640555,-0.00105730737163502
-0.009706437183766528,0.0003200073808060965,0.005845679270933308
-0.0034887257283164243,-0.000706702758527561,0.010043468586020288
0.005999995438008814,0.0011615789180276378,0.001681009930986712
0.008480332313601428,-0.0016269077304866672,-0.0035741759130108364
-0.002184229948752964,-0.0029060795053335348,-0.0024652216345912403
